"","code","year","id","econ","social","public","structure","policy","econ.1","social.1","public.1","structure.1","policy.1","ida","ibrd","gdp","class"
"1","AFG",1990,1,NA,NA,NA,NA,NA,0,0,0,0,0,9589282490,23114399370,"..","L"
"2","AFG",1991,1,NA,NA,NA,NA,NA,0,0,0,0,0,10537895850,24971725460,"..","L"
"3","AFG",1992,1,NA,NA,NA,NA,NA,0,0,0,0,0,8802746893,21282190900,"..","L"
"4","AFG",1993,1,NA,NA,NA,NA,NA,0,0,0,0,0,7663993370,21830079050,"..","L"
"5","AFG",1994,1,NA,NA,NA,NA,NA,0,0,0,0,0,9950192635,22467895230,"..","L"
"6","AFG",1995,1,NA,NA,NA,NA,NA,0,0,0,0,0,7437802481,19768261930,"..","L"
"7","AFG",1996,1,NA,NA,NA,NA,NA,0,0,0,0,0,8416734241,19622300850,"..","L"
"8","AFG",1997,1,NA,NA,NA,NA,NA,0,0,0,0,0,8045435258,24943267610,"..","L"
"9","AFG",1998,1,NA,NA,NA,NA,NA,0,0,0,0,0,10303508770,35078850630,"..","L"
"10","AFG",1999,1,NA,NA,NA,NA,NA,0,0,0,0,0,7950383628,19261064690,"..","L"
"11","AFG",2000,1,NA,NA,NA,NA,NA,0,0,0,0,0,8509870034,15469753020,"..","L"
"12","AFG",2001,1,NA,NA,NA,NA,NA,0,0,0,0,0,10385482238,17716293090,"..","L"
"13","AFG",2002,1,NA,NA,NA,NA,NA,0,0,0,0,0,11687274952,14910140020,"..","L"
"14","AFG",2003,1,NA,NA,NA,NA,NA,0,0,0,0,0,9609629096,13454889380,"3.52824472159421","L"
"15","AFG",2004,1,NA,NA,NA,NA,NA,0,0,0,0,0,13270522560,14520988510,"-3.21237869377818","L"
"16","AFG",2005,1,NA,NA,NA,NA,NA,2.089147284,1.889922481,1.827131783,2.002583979,1.965956075,8669074554,16052814950,"7.07408779676268","L"
"17","AFG",2006,1,3.3333333,2.3,2.3,2.5,2.6083333,2.119121449,1.903875969,1.839534884,2.026098191,1.985852716,8690563830,15084194260,"2.26949026879875","L"
"18","AFG",2007,1,3.1666667,2.3,2.2,2.3333333,2.5,2.040051682,1.865116279,1.774418605,1.96382429,1.918217052,13173388440,11975457320,"10.6901618053666","L"
"19","AFG",2008,1,3.2,2.5,2.2,2.5,2.6,2.034108527,1.896124031,1.775968992,1.95503876,1.91627907,11810651571,22704755240,"1.06803577565032","L"
"20","AFG",2009,1,3.3333333,2.6,2.4,2.6666667,2.75,2.070512822,1.934615385,1.82,1.996153845,1.955320512,16211210000,43637067000,"18.0023930342451","L"
"21","AFG",2010,1,3,2.6,2.4,2.5,2.625,2.065384616,1.953846154,1.823076923,1.983333333,1.956410257,14224954970,37396193670,"5.50583822732263","L"
"22","AFG",2011,1,3,2.7,2.5,2.5,2.675,2.058524174,1.961068702,1.834351145,1.979643766,1.958396944,13739456142,18254825690,"2.99405151979005","L"
"23","AFG",2012,1,3,2.7,2.5,2.5,2.675,2.081424936,2.003816794,1.865648855,2.013994911,1.991221376,NA,NA,"10.9022578837831","L"
"24","AFG",2013,1,3,2.6,2.5,2.5,2.65,2.086513994,2.020610687,1.882442748,2.040712469,2.007569977,NA,NA,"-1.21669484310273","L"
"25","AGO",1990,2,NA,NA,NA,NA,NA,0,0,0,0,0,9589282490,23114399370,"-3.04946928767444","LM"
"26","AGO",1991,2,NA,NA,NA,NA,NA,0,0,0,0,0,10537895850,24971725460,"-4.16518683383632","LM"
"27","AGO",1992,2,NA,NA,NA,NA,NA,0,0,0,0,0,8802746893,21282190900,"-9.86058566876989","LM"
"28","AGO",1993,2,NA,NA,NA,NA,NA,0,0,0,0,0,7663993370,21830079050,"-27.1459861941568","LM"
"29","AGO",1994,2,NA,NA,NA,NA,NA,0,0,0,0,0,9950192635,22467895230,"0.212994007187845","LM"
"30","AGO",1995,2,NA,NA,NA,NA,NA,0,0,0,0,0,7437802481,19768261930,"7.06342730951465","L"
"31","AGO",1996,2,NA,NA,NA,NA,NA,0,0,0,0,0,8416734241,19622300850,"8.03461164178576","L"
"32","AGO",1997,2,NA,NA,NA,NA,NA,0,0,0,0,0,8045435258,24943267610,"4.95226609886635","L"
"33","AGO",1998,2,NA,NA,NA,NA,NA,0,0,0,0,0,10303508770,35078850630,"3.90015219866851","L"
"34","AGO",1999,2,NA,NA,NA,NA,NA,0,0,0,0,0,7950383628,19261064690,"0.310782328491484","L"
"35","AGO",2000,2,NA,NA,NA,NA,NA,0,0,0,0,0,8509870034,15469753020,"-0.111777375417077","L"
"36","AGO",2001,2,NA,NA,NA,NA,NA,0,0,0,0,0,10385482238,17716293090,"0.844751194579402","L"
"37","AGO",2002,2,NA,NA,NA,NA,NA,0,0,0,0,0,11687274952,14910140020,"9.95767816562822","L"
"38","AGO",2003,2,NA,NA,NA,NA,NA,0,0,0,0,0,9609629096,13454889380,"..","L"
"39","AGO",2004,2,NA,NA,NA,NA,NA,0,0,0,0,0,13270522560,14520988510,"..","LM"
"40","AGO",2005,2,2.5,2.6,2.4,2.8333333,2.5833333,2.06976744,1.869767442,1.808527132,1.980620155,1.945930236,8669074554,16052814950,"..","LM"
"41","AGO",2006,2,2.6666667,2.7,2.4,2.8333333,2.65,2.124289407,1.900775194,1.83875969,2.023514212,1.985529719,8690563830,15084194260,"..","LM"
"42","AGO",2007,2,3,2.7,2.4,2.8333333,2.7333333,2.041343672,1.862015504,1.772868217,1.959948321,1.916408267,13173388440,11975457320,"..","LM"
"43","AGO",2008,2,3,2.7,2.4,2.8,2.7,2.035658915,1.894573643,1.774418605,1.952713178,1.915503876,11810651571,22704755240,"..","LM"
"44","AGO",2009,2,3,2.9,2.4,2.8333333,2.7833333,2.073076924,1.932307692,1.82,1.994871795,1.955064102,16211210000,43637067000,"..","LM"
"45","AGO",2010,2,3,2.8,2.4,2.8333333,2.7583333,2.065384616,1.952307692,1.823076923,1.980769231,1.955384616,14224954970,37396193670,"..","LM"
"46","AGO",2011,2,3,2.8,2.3,2.6666667,2.6916667,2.058524174,1.960305344,1.835877863,1.978371502,1.958269718,13739456142,18254825690,"..","UM"
"47","AGO",2012,2,3,2.7,2.3,2.6666667,2.6666667,2.081424936,2.003816794,1.867175573,2.012722646,1.991284989,NA,NA,"..","UM"
"48","AGO",2013,2,3,2.7,2.3,2.6666667,2.6666667,2.086513994,2.019847328,1.883969466,2.039440204,2.00744275,NA,NA,"..","UM"
"49","ALB",1990,3,NA,NA,NA,NA,NA,0,0,0,0,0,9589282490,23114399370,"-11.187905316132","LM"
"50","ALB",1991,3,NA,NA,NA,NA,NA,0,0,0,0,0,10537895850,24971725460,"-29.1632714741499","LM"
"51","ALB",1992,3,NA,NA,NA,NA,NA,0,0,0,0,0,8802746893,21282190900,"-6.63551868515513","LM"
"52","ALB",1993,3,NA,NA,NA,NA,NA,0,0,0,0,0,7663993370,21830079050,"10.270786093314","L"
"53","ALB",1994,3,NA,NA,NA,NA,NA,0,0,0,0,0,9950192635,22467895230,"8.96687740665563","L"
"54","ALB",1995,3,NA,NA,NA,NA,NA,0,0,0,0,0,7437802481,19768261930,"14.0020242137427","L"
"55","ALB",1996,3,NA,NA,NA,NA,NA,0,0,0,0,0,8416734241,19622300850,"9.78018044635252","LM"
"56","ALB",1997,3,NA,NA,NA,NA,NA,0,0,0,0,0,8045435258,24943267610,"-10.2784613621705","L"
"57","ALB",1998,3,NA,NA,NA,NA,NA,0,0,0,0,0,10303508770,35078850630,"9.69704598710884","LM"
"58","ALB",1999,3,NA,NA,NA,NA,NA,0,0,0,0,0,7950383628,19261064690,"14.2223169170652","LM"
"59","ALB",2000,3,NA,NA,NA,NA,NA,0,0,0,0,0,8509870034,15469753020,"7.34863864587226","LM"
"60","ALB",2001,3,NA,NA,NA,NA,NA,0,0,0,0,0,10385482238,17716293090,"8.95808771235576","LM"
"61","ALB",2002,3,NA,NA,NA,NA,NA,0,0,0,0,0,11687274952,14910140020,"4.54440572919097","LM"
"62","ALB",2003,3,NA,NA,NA,NA,NA,0,0,0,0,0,9609629096,13454889380,"6.16998247903757","LM"
"63","ALB",2004,3,NA,NA,NA,NA,NA,0,0,0,0,0,13270522560,14520988510,"6.15227447172325","LM"
"64","ALB",2005,3,4,3.4,3.3,4,3.675,2.058139533,1.863565891,1.801550388,1.971576227,1.937467703,8669074554,16052814950,"6.26327559322289","LM"
"65","ALB",2006,3,4,3.5,3.3,4.1666667,3.7416667,2.11395349,1.894573643,1.831782946,2.013178295,1.977067186,8690563830,15084194260,"6.09829160417968","LM"
"66","ALB",2007,3,NA,NA,NA,NA,NA,2.064599486,1.882945736,1.791472868,1.981912145,1.937596897,13173388440,11975457320,"6.70333782601249","LM"
"67","ALB",2008,3,NA,NA,NA,NA,NA,2.058914729,1.915503876,1.793023256,1.974418605,1.936434109,11810651571,22704755240,"8.35829776196223","LM"
"68","ALB",2009,3,NA,NA,NA,NA,NA,2.096153847,1.954615385,1.838461538,2.016666666,1.976474358,16211210000,43637067000,"4.04882151063757","UM"
"69","ALB",2010,3,NA,NA,NA,NA,NA,2.088461539,1.973846154,1.841538462,2.002564102,1.976602565,14224954970,37396193670,"4.22616091336099","UM"
"70","ALB",2011,3,NA,NA,NA,NA,NA,2.081424937,1.981679389,1.853435115,1.998727736,1.978816792,13739456142,18254825690,"2.84093926218168","LM"
"71","ALB",2012,3,NA,NA,NA,NA,NA,2.104325699,2.024427481,1.884732824,2.03307888,2.011641224,NA,NA,"1.57004132751403","UM"
"72","ALB",2013,3,NA,NA,NA,NA,NA,2.109414757,2.040458015,1.901526718,2.059796438,2.027798985,NA,NA,"1.21898399787956","UM"
"73","ARM",1991,4,NA,NA,NA,NA,NA,0,0,0,0,0,10537895850,24971725460,"-10.8757355304675","LM"
"74","ARM",1992,4,NA,NA,NA,NA,NA,0,0,0,0,0,8802746893,21282190900,"-40.7469353510688","LM"
"75","ARM",1993,4,NA,NA,NA,NA,NA,0,0,0,0,0,7663993370,21830079050,"-6.63956693553229","L"
"76","ARM",1994,4,NA,NA,NA,NA,NA,0,0,0,0,0,9950192635,22467895230,"7.95431519690442","L"
"77","ARM",1995,4,NA,NA,NA,NA,NA,0,0,0,0,0,7437802481,19768261930,"9.11449725465521","L"
"78","ARM",1996,4,NA,NA,NA,NA,NA,0,0,0,0,0,8416734241,19622300850,"7.52499313070196","L"
"79","ARM",1997,4,NA,NA,NA,NA,NA,0,0,0,0,0,8045435258,24943267610,"4.49906405608917","L"
"80","ARM",1998,4,NA,NA,NA,NA,NA,0,0,0,0,0,10303508770,35078850630,"8.15117312858061","L"
"81","ARM",1999,4,NA,NA,NA,NA,NA,0,0,0,0,0,7950383628,19261064690,"3.93900142865458","L"
"82","ARM",2000,4,NA,NA,NA,NA,NA,0,0,0,0,0,8509870034,15469753020,"6.51011053614003","L"
"83","ARM",2001,4,NA,NA,NA,NA,NA,0,0,0,0,0,10385482238,17716293090,"10.1316996895235","L"
"84","ARM",2002,4,NA,NA,NA,NA,NA,0,0,0,0,0,11687274952,14910140020,"13.661257854197","LM"
"85","ARM",2003,4,NA,NA,NA,NA,NA,0,0,0,0,0,9609629096,13454889380,"14.4475068315628","LM"
"86","ARM",2004,4,NA,NA,NA,NA,NA,0,0,0,0,0,13270522560,14520988510,"10.8488961245233","LM"
"87","ARM",2005,4,5.3333333,4.2,3.8,4,4.3333333,2.047803616,1.857364341,1.797674419,1.971576227,1.932364344,8669074554,16052814950,"14.2836080260714","LM"
"88","ARM",2006,4,5.3333333,4.2,3.7,4,4.3083333,2.103617573,1.889147287,1.828682171,2.014470284,1.972674422,8690563830,15084194260,"13.6789749666549","LM"
"89","ARM",2007,4,5.5,4.2,3.7,4,4.35,2.021963827,1.850387597,1.762790698,1.950904393,1.903875967,13173388440,11975457320,"14.2838175015562","LM"
"90","ARM",2008,4,5.5,4.1,3.7,4.2,4.4,2.01627907,1.88372093,1.764341085,1.941860465,1.902325581,11810651571,22704755240,"7.37028355186693","LM"
"91","ARM",2009,4,5,4.1,3.7,4.1666667,4.2416667,2.057692308,1.923076923,1.81,1.984615384,1.943846152,16211210000,43637067000,"-13.8917822796505","LM"
"92","ARM",2010,4,4.6666667,4.1,3.7,4,4.1166667,2.052564103,1.942307692,1.813076923,1.971794872,1.944935898,14224954970,37396193670,"2.29007820407587","LM"
"93","ARM",2011,4,4.6666667,4,3.6,4,4.0666667,2.045801527,1.951145038,1.825954198,1.968193385,1.947773534,13739456142,18254825690,"4.54167919904746","LM"
"94","ARM",2012,4,4.6666667,4,3.7,4.1666667,4.1333333,2.068702289,1.99389313,1.85648855,2.001272264,1.980089061,NA,NA,"6.82729024793407","LM"
"95","ARM",2013,4,4.5,4,3.7,4.3333333,4.1333333,2.075063612,2.009923664,1.873282443,2.026717558,1.996246822,NA,NA,"2.82175030880371","LM"
"96","AZE",1991,6,NA,NA,NA,NA,NA,0,0,0,0,0,10537895850,24971725460,"-2.22958323670494","LM"
"97","AZE",1992,6,NA,NA,NA,NA,NA,0,0,0,0,0,8802746893,21282190900,"-23.7638313288476","LM"
"98","AZE",1993,6,NA,NA,NA,NA,NA,0,0,0,0,0,7663993370,21830079050,"-24.2593991551053","LM"
"99","AZE",1994,6,NA,NA,NA,NA,NA,0,0,0,0,0,9950192635,22467895230,"-20.7781361251075","L"
"100","AZE",1995,6,NA,NA,NA,NA,NA,0,0,0,0,0,7437802481,19768261930,"-12.8099683581574","L"
"101","AZE",1996,6,NA,NA,NA,NA,NA,0,0,0,0,0,8416734241,19622300850,"0.282172038538491","L"
"102","AZE",1997,6,NA,NA,NA,NA,NA,0,0,0,0,0,8045435258,24943267610,"4.78428272472127","L"
"103","AZE",1998,6,NA,NA,NA,NA,NA,0,0,0,0,0,10303508770,35078850630,"8.96088742329518","L"
"104","AZE",1999,6,NA,NA,NA,NA,NA,0,0,0,0,0,7950383628,19261064690,"6.46158336447714","L"
"105","AZE",2000,6,NA,NA,NA,NA,NA,0,0,0,0,0,8509870034,15469753020,"10.1910293766868","L"
"106","AZE",2001,6,NA,NA,NA,NA,NA,0,0,0,0,0,10385482238,17716293090,"9.05182217181182","L"
"107","AZE",2002,6,NA,NA,NA,NA,NA,0,0,0,0,0,11687274952,14910140020,"9.77780254698017","L"
"108","AZE",2003,6,NA,NA,NA,NA,NA,0,0,0,0,0,9609629096,13454889380,"10.3606759619095","LM"
"109","AZE",2004,6,NA,NA,NA,NA,NA,0,0,0,0,0,13270522560,14520988510,"9.23948995119869","LM"
"110","AZE",2005,6,4.5,3.4,3.2,3.5,3.65,2.054263564,1.863565891,1.802325581,1.975452196,1.937661502,8669074554,16052814950,"25.1144392134835","LM"
"111","AZE",2006,6,4.5,3.6,3.2,3.5,3.7,2.110077521,1.89379845,1.83255814,2.018346253,1.977390184,8690563830,15084194260,"33.0304872845887","LM"
"112","AZE",2007,6,4.6666667,3.7,3.2,3.5,3.7666667,2.028423775,1.854263566,1.766666667,1.954780362,1.90839793,13173388440,11975457320,"23.6391326377576","LM"
"113","AZE",2008,6,4.5,3.8,3.2,3.8,3.8,2.024031008,1.886046512,1.768217054,1.94496124,1.906976744,11810651571,22704755240,"8.47061351324766","LM"
"114","AZE",2009,6,4.5,3.8,3.2,3.8333333,3.8333333,2.061538462,1.925384615,1.813846154,1.987179487,1.946987178,16211210000,43637067000,"7.16254417089476","UM"
"115","AZE",2010,6,4.3333333,3.8,3.1,3.5,3.6833333,2.055128206,1.944615385,1.817692308,1.975641025,1.948269232,14224954970,37396193670,"3.61418749995566","UM"
"116","AZE",2011,6,NA,NA,NA,NA,NA,2.081424937,1.981679389,1.853435115,1.998727736,1.978816792,13739456142,18254825690,"-1.22947918415358","UM"
"117","AZE",2012,6,NA,NA,NA,NA,NA,2.104325699,2.024427481,1.884732824,2.03307888,2.011641224,NA,NA,"0.850986009199033","UM"
"118","AZE",2013,6,NA,NA,NA,NA,NA,2.109414757,2.040458015,1.901526718,2.059796438,2.027798985,NA,NA,"4.4370662913712","UM"
"119","BDI",1990,7,NA,NA,NA,NA,NA,0,0,0,0,0,9589282490,23114399370,"0.574204775415026","L"
"120","BDI",1991,7,NA,NA,NA,NA,NA,0,0,0,0,0,10537895850,24971725460,"2.32994408922909","L"
"121","BDI",1992,7,NA,NA,NA,NA,NA,0,0,0,0,0,8802746893,21282190900,"-1.31518470441218","L"
"122","BDI",1993,7,NA,NA,NA,NA,NA,0,0,0,0,0,7663993370,21830079050,"-8.18329361816706","L"
"123","BDI",1994,7,NA,NA,NA,NA,NA,0,0,0,0,0,9950192635,22467895230,"-5.61949631736884","L"
"124","BDI",1995,7,NA,NA,NA,NA,NA,0,0,0,0,0,7437802481,19768261930,"-9.46950162509737","L"
"125","BDI",1996,7,NA,NA,NA,NA,NA,0,0,0,0,0,8416734241,19622300850,"-9.37104863783017","L"
"126","BDI",1997,7,NA,NA,NA,NA,NA,0,0,0,0,0,8045435258,24943267610,"-2.92323509469369","L"
"127","BDI",1998,7,NA,NA,NA,NA,NA,0,0,0,0,0,10303508770,35078850630,"3.27777148660499","L"
"128","BDI",1999,7,NA,NA,NA,NA,NA,0,0,0,0,0,7950383628,19261064690,"-2.68063475260145","L"
"129","BDI",2000,7,NA,NA,NA,NA,NA,0,0,0,0,0,8509870034,15469753020,"-2.95729283061192","L"
"130","BDI",2001,7,NA,NA,NA,NA,NA,0,0,0,0,0,10385482238,17716293090,"-0.583426885977573","L"
"131","BDI",2002,7,NA,NA,NA,NA,NA,0,0,0,0,0,11687274952,14910140020,"1.33645739766331","L"
"132","BDI",2003,7,NA,NA,NA,NA,NA,0,0,0,0,0,9609629096,13454889380,"-4.44406652724764","L"
"133","BDI",2004,7,NA,NA,NA,NA,NA,0,0,0,0,0,13270522560,14520988510,"1.27063848439973","L"
"134","BDI",2005,7,3.3333333,3,2.7,2.8333333,2.9666667,2.063307491,1.866666667,1.80620155,1.980620155,1.942958659,8669074554,16052814950,"-2.56667526798903","L"
"135","BDI",2006,7,3.1666667,3.1,2.7,3,2.9916667,2.120413438,1.897674419,1.836434109,2.022222222,1.98288114,8690563830,15084194260,"1.74460898111649","L"
"136","BDI",2007,7,3.1666667,3.3,2.6,3,3.0166667,2.040051682,1.857364341,1.771317829,1.958656331,1.914211884,13173388440,11975457320,"1.13681523390063","L"
"137","BDI",2008,7,3.3,3.3,2.6,2.8,3,2.033333333,1.889922481,1.772868217,1.952713178,1.913178295,11810651571,22704755240,"1.389841991734","L"
"138","BDI",2009,7,3.3333333,3.3,2.6,3,3.0583333,2.070512822,1.929230769,1.818461538,1.993589743,1.952948717,16211210000,43637067000,"-0.109584742722362","L"
"139","BDI",2010,7,3.3333333,3.4,2.6,3,3.0833333,2.062820514,1.947692308,1.821538462,1.979487179,1.952884616,14224954970,37396193670,"0.239048651010449","L"
"140","BDI",2011,7,3.1666667,3.4,2.7,3.1666667,3.1083333,2.057251909,1.955725191,1.832824427,1.974554708,1.955089056,13739456142,18254825690,"0.689883229350642","L"
"141","BDI",2012,7,3.3333333,3.6,2.7,3.3333333,3.2416667,2.078880407,1.996946565,1.864122137,2.007633588,1.986895676,NA,NA,"0.583540267984489","L"
"142","BDI",2013,7,3.3333333,3.6,2.7,3.3333333,3.2416667,2.083969465,2.012977099,1.880916031,2.034351146,2.003053437,NA,NA,"1.18232191663814","L"
"143","BEN",1990,8,NA,NA,NA,NA,NA,0,0,0,0,0,9589282490,23114399370,"5.38016037193778","L"
"144","BEN",1991,8,NA,NA,NA,NA,NA,0,0,0,0,0,10537895850,24971725460,"0.580598855881973","L"
"145","BEN",1992,8,NA,NA,NA,NA,NA,0,0,0,0,0,8802746893,21282190900,"-0.78867822026892","L"
"146","BEN",1993,8,NA,NA,NA,NA,NA,0,0,0,0,0,7663993370,21830079050,"1.96489201431712","L"
"147","BEN",1994,8,NA,NA,NA,NA,NA,0,0,0,0,0,9950192635,22467895230,"-1.5826857056755","L"
"148","BEN",1995,8,NA,NA,NA,NA,NA,0,0,0,0,0,7437802481,19768261930,"2.5220149976595","L"
"149","BEN",1996,8,NA,NA,NA,NA,NA,0,0,0,0,0,8416734241,19622300850,"1.10384298957879","L"
"150","BEN",1997,8,NA,NA,NA,NA,NA,0,0,0,0,0,8045435258,24943267610,"2.65998402313032","L"
"151","BEN",1998,8,NA,NA,NA,NA,NA,0,0,0,0,0,10303508770,35078850630,"1.02008670610796","L"
"152","BEN",1999,8,NA,NA,NA,NA,NA,0,0,0,0,0,7950383628,19261064690,"2.30961823538938","L"
"153","BEN",2000,8,NA,NA,NA,NA,NA,0,0,0,0,0,8509870034,15469753020,"2.67819021441309","L"
"154","BEN",2001,8,NA,NA,NA,NA,NA,0,0,0,0,0,10385482238,17716293090,"2.01932483532008","L"
"155","BEN",2002,8,NA,NA,NA,NA,NA,0,0,0,0,0,11687274952,14910140020,"1.25970081723914","L"
"156","BEN",2003,8,NA,NA,NA,NA,NA,0,0,0,0,0,9609629096,13454889380,"0.0577914575280687","L"
"157","BEN",2004,8,NA,NA,NA,NA,NA,0,0,0,0,0,13270522560,14520988510,"1.04062038753581","L"
"158","BEN",2005,8,4,3.2,3.4,4,3.65,2.058139533,1.865116279,1.800775194,1.971576227,1.937661502,8669074554,16052814950,"-1.5149805905191","L"
"159","BEN",2006,8,4,3.2,3.3,3.8333333,3.5833333,2.11395349,1.896899225,1.831782946,2.015762274,1.978294577,8690563830,15084194260,"0.729583345609555","L"
"160","BEN",2007,8,4,3.3,3.3,3.6666667,3.5666667,2.033591734,1.857364341,1.765891473,1.953488372,1.909948318,13173388440,11975457320,"2.77416742149492","L"
"161","BEN",2008,8,4,3.3,3.3,3.7,3.6,2.027906977,1.889922481,1.76744186,1.945736434,1.908527132,11810651571,22704755240,"1.78537396817684","L"
"162","BEN",2009,8,3.6666667,3.3,3.3,3.6666667,3.4833333,2.067948718,1.929230769,1.813076923,1.988461538,1.949679486,16211210000,43637067000,"-0.642145955223754","L"
"163","BEN",2010,8,3.5,3.4,3.3,3.6666667,3.4666667,2.061538462,1.947692308,1.816153846,1.974358974,1.949935898,14224954970,37396193670,"-0.769714149511231","L"
"164","BEN",2011,8,3.5,3.4,3.3,3.6666667,3.4666667,2.05470738,1.955725191,1.828244275,1.970737914,1.952353687,13739456142,18254825690,"0.124328535451014","L"
"165","BEN",2012,8,3.6666667,3.4,3.3,3.5,3.4666667,2.076335877,1.998473282,1.859541985,2.006361323,1.985178119,NA,NA,"1.82748439764759","L"
"166","BEN",2013,8,3.8333333,3.4,3.3,3.5,3.5083333,2.080152671,2.014503817,1.876335878,2.033078881,2.001017815,NA,NA,"4.05808343697529","L"
"167","BFA",1990,9,NA,NA,NA,NA,NA,0,0,0,0,0,9589282490,23114399370,"-3.21118089626974","L"
"168","BFA",1991,9,NA,NA,NA,NA,NA,0,0,0,0,0,10537895850,24971725460,"6.18891440791198","L"
"169","BFA",1992,9,NA,NA,NA,NA,NA,0,0,0,0,0,8802746893,21282190900,"-2.43048991268039","L"
"170","BFA",1993,9,NA,NA,NA,NA,NA,0,0,0,0,0,7663993370,21830079050,"0.695652033002702","L"
"171","BFA",1994,9,NA,NA,NA,NA,NA,0,0,0,0,0,9950192635,22467895230,"-1.41084981459659","L"
"172","BFA",1995,9,NA,NA,NA,NA,NA,0,0,0,0,0,7437802481,19768261930,"2.85298606955438","L"
"173","BFA",1996,9,NA,NA,NA,NA,NA,0,0,0,0,0,8416734241,19622300850,"7.98666010452025","L"
"174","BFA",1997,9,NA,NA,NA,NA,NA,0,0,0,0,0,8045435258,24943267610,"3.39648078190945","L"
"175","BFA",1998,9,NA,NA,NA,NA,NA,0,0,0,0,0,10303508770,35078850630,"4.34049900174284","L"
"176","BFA",1999,9,NA,NA,NA,NA,NA,0,0,0,0,0,7950383628,19261064690,"4.41591394271374","L"
"177","BFA",2000,9,NA,NA,NA,NA,NA,0,0,0,0,0,8509870034,15469753020,"-1.02989656050212","L"
"178","BFA",2001,9,NA,NA,NA,NA,NA,0,0,0,0,0,10385482238,17716293090,"3.61598391170206","L"
"179","BFA",2002,9,NA,NA,NA,NA,NA,0,0,0,0,0,11687274952,14910140020,"1.40483071585484","L"
"180","BFA",2003,9,NA,NA,NA,NA,NA,0,0,0,0,0,9609629096,13454889380,"4.72971662625983","L"
"181","BFA",2004,9,NA,NA,NA,NA,NA,0,0,0,0,0,13270522560,14520988510,"1.45958637026713","L"
"182","BFA",2005,9,4.5,3.6,3.6,3.3333333,3.7583333,2.054263564,1.862015504,1.799224806,1.976744186,1.936821709,8669074554,16052814950,"5.47298907666125","L"
"183","BFA",2006,9,4.3333333,3.6,3.5,3.3333333,3.6916667,2.111369511,1.89379845,1.830232558,2.019638243,1.977454783,8690563830,15084194260,"3.08676079837036","L"
"184","BFA",2007,9,4.3333333,3.6,3.5,3.3333333,3.6916667,2.031007755,1.85503876,1.764341085,1.956072352,1.908979326,13173388440,11975457320,"2.47137819612769","L"
"185","BFA",2008,9,4.3,3.6,3.5,3.5,3.7,2.025581395,1.887596899,1.765891473,1.947286822,1.907751938,11810651571,22704755240,"4.04839157450063","L"
"186","BFA",2009,9,4.3333333,3.6,3.7,3.5,3.7833333,2.062820514,1.926923077,1.81,1.989743589,1.947371794,16211210000,43637067000,"-0.139536998711023","L"
"187","BFA",2010,9,4.3333333,3.6,3.7,3.5,3.7833333,2.055128206,1.946153846,1.813076923,1.975641025,1.947500001,14224954970,37396193670,"5.21202708957829","L"
"188","BFA",2011,9,4.1666667,3.7,3.7,3.5,3.7666667,2.049618321,1.953435115,1.82519084,1.972010179,1.950063611,13739456142,18254825690,"3.38180507488903","L"
"189","BFA",2012,9,4.1666667,3.7,3.7,3.5,3.7666667,2.072519083,1.996183206,1.85648855,2.006361323,1.982888043,NA,NA,"3.34739899771472","L"
"190","BFA",2013,9,4.1666667,3.7,3.7,3.5,3.7666667,2.077608141,2.01221374,1.873282443,2.033078881,1.999045804,NA,NA,"0.653856005615097","L"
"191","BGD",1990,10,NA,NA,NA,NA,NA,0,0,0,0,0,9589282490,23114399370,"3.04848692361372","L"
"192","BGD",1991,10,NA,NA,NA,NA,NA,0,0,0,0,0,10537895850,24971725460,"1.07567430501545","L"
"193","BGD",1992,10,NA,NA,NA,NA,NA,0,0,0,0,0,8802746893,21282190900,"3.08869186749024","L"
"194","BGD",1993,10,NA,NA,NA,NA,NA,0,0,0,0,0,7663993370,21830079050,"2.44560125862077","L"
"195","BGD",1994,10,NA,NA,NA,NA,NA,0,0,0,0,0,9950192635,22467895230,"1.67512109469796","L"
"196","BGD",1995,10,NA,NA,NA,NA,NA,0,0,0,0,0,7437802481,19768261930,"2.88969830961436","L"
"197","BGD",1996,10,NA,NA,NA,NA,NA,0,0,0,0,0,8416734241,19622300850,"2.31184624065823","L"
"198","BGD",1997,10,NA,NA,NA,NA,NA,0,0,0,0,0,8045435258,24943267610,"2.30243512318333","L"
"199","BGD",1998,10,NA,NA,NA,NA,NA,0,0,0,0,0,10303508770,35078850630,"3.01339565180226","L"
"200","BGD",1999,10,NA,NA,NA,NA,NA,0,0,0,0,0,7950383628,19261064690,"2.57531867761726","L"
"201","BGD",2000,10,NA,NA,NA,NA,NA,0,0,0,0,0,8509870034,15469753020,"3.26053441009624","L"
"202","BGD",2001,10,NA,NA,NA,NA,NA,0,0,0,0,0,10385482238,17716293090,"3.11728106565774","L"
"203","BGD",2002,10,NA,NA,NA,NA,NA,0,0,0,0,0,11687274952,14910140020,"1.96391445209419","L"
"204","BGD",2003,10,NA,NA,NA,NA,NA,0,0,0,0,0,9609629096,13454889380,"2.94727010152317","L"
"205","BGD",2004,10,NA,NA,NA,NA,NA,0,0,0,0,0,13270522560,14520988510,"3.56308920201469","L"
"206","BGD",2005,10,4,3.6,2.9,3.1666667,3.4166667,2.058139533,1.862015504,1.804651163,1.978036175,1.939470287,8669074554,16052814950,"4.98095595823797","L"
